之所以叫口水鸡是因为有很多花椒，吃了会麻到嘴巴不由自主地流口水。	zhīsuǒyǐjiàokǒushǔijīshìyīnwèiyǒuhěnduōhuājiāo，chīlehùimádàozǔibābùyóuzìzhǔdìlíukǒushǔi。	It is called saliva chicken because there are a lot of pepper, Ma will eat into the mouth involuntarily drool.
它起源于四川，属于凉菜，佐料丰富，集麻辣鲜香嫩爽于一身。	tāqǐyuányúsìchuān，shǔyúliángcài，zuǒliàofēngfù，jímálàxiānxiāngnènshuǎngyúyīshēn。	It originated in Sichuan, it belongs to cold dishes, rich in condiments, set in a cool spicy delicious and tender.
第七道猫耳朵是一种小吃。	dìqīdàomāoěrduǒshìyīzhǒngxiǎochī。	Seventh Road Orecchiette is a snack.
它和猫的耳朵也没关系，其实是山西的一种传统风味面食。	tāhémāodeěrduǒyěméiguānxì，qíshíshìshānxīdeyīzhǒngchuántǒngfēngwèimiànshí。	Cat ears and it does not matter, in fact, is a traditional flavor pasta Shanxi.
因其形如猫耳而得名。	yīnqíxíngrúmāoěrérdémíng。	Its shaped like cat ears named.
第八道驴打滚 也是一种小吃，在东北、北京、天津比较常见。	dìbādàolv́dǎgǔn yěshìyīzhǒngxiǎochī，zàidōngběi、běijīng、tiānjīnbǐjiàochángjiàn。	Eighth Road Lvda Gun is also a snack, in the northeast, Beijing, Tianjin more common.
它和驴肉也没关系，而是一种面食。	tāhélv́ròuyěméiguānxì，érshìyīzhǒngmiànshí。	It does not matter donkey, but a pasta.
因其最后制作工序是撒上黄豆面，犹如老北京郊外野驴撒欢打滚时扬起的阵阵黄土，因此而得名驴打滚。	yīnqízùihòuzhìzuògōngxùshìsāshànghuángdòumiàn，yóurúlǎoběijīngjiāowàiyělv́sāhuāndǎgǔnshíyángqǐdezhènzhènhuángtǔ，yīncǐérdémínglv́dǎgǔn。	Finally, because of its production process is sprinkled with soybean flour, like bursts of loess raised when a wild ass Sahuan roll of old Beijing suburbs, hence the name Lvda Gun. 
说到这里，本期节目也即将接近尾声了。	shuōdàozhèlǐ，běnqījiémùyějíjiāngjiējìnwěishēngle。	Here, this program is also coming to an end.
相信你对中国菜又有了更进一步的了解，下次点菜时也不会因为可怕的菜名而望而却步4错过了真正的美食。	xiāngxìnnǐdùizhōngguócàiyòuyǒulegèngjìnyībùdelejiě，xiàcìdiǎncàishíyěbùhùiyīnwèikěpàdecàimíngérwàngérquèbù4cuòguòlezhēnzhèngdeměishí。	I believe you have a better understanding of Chinese food, the next time a la carte will not be discouraged because of the terrible name of the dish and 4 missed the real food.
本期的讨论话题是：今天分享的 8 道菜，你有吃过吗？	běnqīdetǎolùnhuàtíshì：jīntiānfēnxiǎngde 8 dàocài，nǐyǒuchīguòma？	This issue is discussed topic: Today's eight dishes to share, you have eaten it?
你还有听过什么奇怪的中国菜名吗？	nǐhuányǒutīngguòshíyāoqíguàidezhōngguócàimíngma？	What you have heard strange Chinese dish it?
欢迎来 twitter 等社交平台分享你的经历！	huānyínglái twitter děngshèjiāopíngtáifēnxiǎngnǐdejīnglì！	Welcome to twitter and other social networking platforms to share your experience!
如果你喜欢今天的节目并觉得它对你的中文学习有帮助，你可以向你的其他朋友分享，也可以关注我们的 facebook 主页、S potify，在iTunes、S titcher 上给我们一个五星评价，感谢你的举手之劳！	rúguǒnǐxǐhuānjīntiāndejiémùbìngjuédétādùinǐdezhōngwénxuéxíyǒubāngzhù，nǐkěyǐxiàngnǐdeqítāpéngyǒufēnxiǎng，yěkěyǐguānzhùwǒmende facebook zhǔyè、S potify，zàiiTunes、S titcher shànggěiwǒmenyīgèwǔxīngpíngjià，gǎnxiènǐdejǔshǒuzhīláo！	If you enjoyed today's program and you think it's helpful to learn Chinese, you can ask your other friends to share, you can focus on our facebook page, S potify, to us on iTunes, S titcher a five-star rating, thanks your little effort!
下期节目是走遍中国系列，我将带大家去我的家乡走走！	xiàqījiémùshìzǒubiànzhōngguóxìliè，wǒjiāngdàidàjiāqùwǒdejiāxiāngzǒuzǒu！	The next phase of the program is around China series, I will take you to my home for a walk!
如果你对这一主题感兴趣千万别错过了！	rúguǒnǐdùizhèyīzhǔtígǎnxīngqùqiānwànbiécuòguòle！	If you are interested in this subject do not miss!
感谢你的收听！	gǎnxiènǐdeshōutīng！	Thank you for listening!
我们下期不见不散！	wǒmenxiàqībùjiànbùsàn！	Our next issue there or be square!
您正在收听的是：《自然而然说中文》，第三十期：走遍中国——南京。	nínzhèngzàishōutīngdeshì：《zìránérránshuōzhōngwén》，dìsānshíqī：zǒubiànzhōngguó——nánjīng。	You're listening to: naturally speak Chinese, Disanshiqi: around China - Nanjing.
大家好，我是佳佳，你好吗？	dàjiāhǎo，wǒshìjiājiā，nǐhǎoma？	Hello everyone, I'm Allison, how are you?
别忘了，你可以去我们的 facebook主页, wordpress 博客，twitter 及 pinterest 免费下载本期节目的文本。	biéwàngle，nǐkěyǐqùwǒmende facebookzhǔyè, wordpress bókè，twitter jí pinterest miǎnfèixiàzàiběnqījiémùdewénběn。	Do not forget, you can go to our facebook page, wordpress blog, twitter and pinterest free download text of this program.
节目的一开始先和大家说一下关于咱们节目发布频率的一个跟进通知。	jiémùdeyīkāishǐxiānhédàjiāshuōyīxiàguānyúzánmenjiémùfābùpínlv̀deyīgègēnjìntōngzhī。	A first start of the program and what we say about our program issued a follow-up notification frequency.
听我们节目有一段时间的朋友们肯定知道最初我们发布的频率是每周一期，后来由于 8 月份我开始了一份全职的新工作后暂时改成了每两周一期。	tīngwǒmenjiémùyǒuyīduànshíjiāndepéngyǒumenkěndìngzhīdàozùichūwǒmenfābùdepínlv̀shìměizhōuyīqī，hòuláiyóuyú 8 yuèfènwǒkāishǐleyīfènquánzhídexīngōngzuòhòuzànshígǎichéngleměiliǎngzhōuyīqī。	Listen to our program for some time friends certainly know we released the initial frequency is one week later due August I started a new job after being a full-time into a biweekly one.
虽然现在我差不多已经习惯了新的工作，但我发现目前的确是没有时间和精力去把节目改回原来的频率，就连每两周发布一期的频率我也在勉强维持着。	sūiránxiànzàiwǒchàbùduōyǐjīngxíguànlexīndegōngzuò，dànwǒfāxiànmùqiándequèshìméiyǒushíjiānhéjīnglìqùbǎjiémùgǎihúiyuánláidepínlv̀，jìuliánměiliǎngzhōufābùyīqīdepínlv̀wǒyězàimiǎnqiángwéichízháo。	Although I almost have become accustomed to a new job, but I found that the current is really no time and effort to put the program back to the original frequency, and even the frequency of a bi-weekly publication, I also barely maintained.
周一到周五我下班回家就只剩下吃饭、睡觉的时间，然后一般我得利用一个周末去写节目文本，第二个周末进行节目的录制、后期制作等。	zhōuyīdàozhōuwǔwǒxiàbānhúijiājìuzhǐshèngxiàchīfàn、shùijuédeshíjiān，ránhòuyībānwǒdélìyòngyīgèzhōumòqùxiějiémùwénběn，dìèrgèzhōumòjìnxíngjiémùdelùzhì、hòuqīzhìzuòděng。	Monday to Friday I came home from get off work on the left to eat, sleep time, and then I usually have to use a weekend to write a text program, a program for recording the second weekend, post-production and so on.
还有些比如制作每日积累、提前设置自动发布的内容、回复你们的消息和邮件等琐碎的事儿。	huányǒuxiēbǐrúzhìzuòměirìjīlèi、tíqiánshèzhìzìdòngfābùdenèiróng、húifùnǐmendexiāoxīhéyóujiànděngsuǒsùideshìér。	Others such as the accumulation of daily production, set in advance the content is automatically released, trivial thing to reply to your messages and mail.
除此之外，和你们一样我也有自己的生活，也得面对柴米油盐酱醋茶这些事儿。	chúcǐzhīwài，hénǐmenyīyángwǒyěyǒuzìjǐdeshēnghuó，yědémiàndùicháimǐyóuyánjiàngcùcházhèxiēshìér。	In addition, and like you I have my own life, you have to face the fuel vinegar tea these things.
所以在此和大家说一声抱歉，在没有更好的解决方案或其他比如说工作变动的情况下，节目暂时得长期维持每两周一次的发布频率了。	suǒyǐzàicǐhédàjiāshuōyīshēngbàoqiàn，zàiméiyǒugènghǎodejiějuéfāngànhuòqítābǐrúshuōgōngzuòbiàndòngdeqíngkuàngxià，jiémùzànshídéchángqīwéichíměiliǎngzhōuyīcìdefābùpínlv̀le。	So in this and we say sorry, or in the absence of other job changes such as a better solution, long-term maintenance program was temporarily released biweekly frequency of.
好了，下面进入今天的主题。	hǎole，xiàmiànjìnrùjīntiāndezhǔtí。	Well, enter the following topic today.
在往期节目中，我已介绍过了北京和上海这两个城市。	zàiwǎngqījiémùzhōng，wǒyǐjièshàoguòleběijīnghéshànghǎizhèliǎnggèchéngshì。	In the period to the program, I have introduced the two cities of Beijing and Shanghai.
今天，我要带大家去我的家乡——南京走走！	jīntiān，wǒyàodàidàjiāqùwǒdejiāxiāng——nánjīngzǒuzǒu！	Today, I want to take you to my home - Nanjing walk!
现在的南京虽然在国际上没有北京和上海有名，比如说当有些外国朋友问我来自于哪个城市时，我回答南京的时候大多数人都一脸茫然地望着我，然后我就会解释嗯，它离上海很近，这时他们才会对南京的地理位置有一个初步的概念。	xiànzàidenánjīngsūiránzàiguójìshàngméiyǒuběijīnghéshànghǎiyǒumíng，bǐrúshuōdāngyǒuxiēwàiguópéngyǒuwènwǒláizìyúnǎgèchéngshìshí，wǒhúidánánjīngdeshíhòudàduōshùréndūyīliǎnmángrándìwàngzháowǒ，ránhòuwǒjìuhùijiěshì嗯，tālíshànghǎihěnjìn，zhèshítāmencáihùidùinánjīngdedìlǐwèizhìyǒuyīgèchūbùdegàiniàn。	Although there is no current Nanjing Beijing and Shanghai famous in the world, for example, when some foreign friends asked me which city comes from, I answered Nanjing when most people look at me blankly, then I'll explain ah, it near Shanghai, then they will have a preliminary idea of ​​the location of Nanjing.
但其实南京无论是在历史上还是在现今的中国，都是一个非常重要的城市。	dànqíshínánjīngwúlùnshìzàilìshǐshànghuánshìzàixiànjīndezhōngguó，dūshìyīgèfēichángzhòngyàodechéngshì。	But in fact Nanjing, whether in history or in present-day China, is a very important city.
下面就我来充当你们的一日导游，去南京走走！	xiàmiànjìuwǒláichōngdāngnǐmendeyīrìdǎoyóu，qùnánjīngzǒuzǒu！	Here's my day to act as your guide , to go to Nanjing for a walk!
一.南京简介 南京，简称宁，古称金陵、建康、天京、石头城等。	yī.nánjīngjiǎnjiè nánjīng，jiǎnchēngníng，gǔchēngjīnlíng、jiànkāng、tiānjīng、shítóuchéngděng。	I. Introduction Nanjing Nanjing, referred to Ning , ancient Jinling, our health, Tianjing, such as Stone City.
现在是江苏省省会。	xiànzàishìjiāngsūshěngshěnghùi。	Now is the capital of Jiangsu Province.
截至 2018 年，总面积 6587 平方千米，常住人口 843.62 万人，它也是一个人口密集的城市。	jiézhì 2018 nián，zǒngmiànjī 6587 píngfāngqiānmǐ，chángzhùrénkǒu 843.62 wànrén，tāyěshìyīgèrénkǒumìjídechéngshì。	As of 2018, the total area of ​​6587 square kilometers, the resident population of 843.62 million people, it is also a densely populated city.
气候与上海相似，也属于亚热带季风性气候。	qìhòuyǔshànghǎixiāngsì，yěshǔyúyàrèdàijìfēngxìngqìhòu。	Similar climate and Shanghai, also belongs to the subtropical monsoon climate.
南京是首批国家历史文化名城、中华文明的重要发祥地，有着7000 多年文明史、近 2600 年建城史和近 500 年的建都史。	nánjīngshìshǒupīguójiālìshǐwénhuàmíngchéng、zhōnghuáwénmíngdezhòngyàofāxiángdì，yǒuzháo7000 duōniánwénmíngshǐ、jìn 2600 niánjiànchéngshǐhéjìn 500 niándejiàndūshǐ。	Nanjing is the first national historical and cultural city, an important birthplace of Chinese civilization, has a history of 7,000 years of civilization, built in 2600 near the city of history and the history of nearly 500 years of capital.
这里的都指的是都城、首都。	zhèlǐdedūzhǐdeshìdūchéng、shǒudū。	Here are refers to the capital, the capital.
南京地处中国东部、长江下游。	nánjīngdìchùzhōngguódōngbù、chángjiāngxiàyóu。	Nanjing is located in the eastern part of the Yangtze River to China.
这座古城有高山、有深水、有平原，因此又被称为是风水宝地、龙蟠虎踞1。	zhèzuògǔchéngyǒugāoshān、yǒushēnshǔi、yǒupíngyuán，yīncǐyòubèichēngwèishìfēngshǔibǎodì、lóngpánhǔjù1。	The ancient city has high mountains, deep water, plains, it is also known is poised , Lung Poon Hu Ju 1.
中国讲究风水，特别是在古代，也许正因如此才有那么多帝王选南京作为都城。	zhōngguójiǎngjīufēngshǔi，tèbiéshìzàigǔdài，yěxǔzhèngyīnrúcǐcáiyǒunàyāoduōdìwángxuǎnnánjīngzuòwèidūchéng。	Chinese Feng Shui, especially in ancient times, perhaps because of this have so many emperors selected as the capital of Nanjing.
南京是我国建都时间跨度最长的古都，从三国东吴再到近代中华民国，绵延不断1700 多年。	nánjīngshìwǒguójiàndūshíjiānkuàdùzùichángdegǔdū，cóngsānguódōngwúzàidàojìndàizhōnghuámínguó，miányánbùduàn1700 duōnián。	Nanjing is the capital of the ancient capital of the longest span of time, from the Three Kingdoms, and then to the modern Republic of China, endless stretches 1,700 years.
公元前 472 年，越王勾践在雨花台下筑城，史称越城，这是南京正式建有城池的开始。	gōngyuánqián 472 nián，yuèwánggōujiànzàiyǔhuātáixiàzhúchéng，shǐchēngyuèchéng，zhèshìnánjīngzhèngshìjiànyǒuchéngchídekāishǐ。	472 BC, Yue Gou in Yuhua audience fortification, known as the City , which is the city of Nanjing has officially begun.
